,Name,Prob
0,BG,0.000706539256
1,person,0.000062878280
2,bicycle,0.997532010078
3,car,0.000000325203
4,motorcycle,0.000240254943
5,airplane,0.000001359923
6,bus,0.000000062935
7,train,0.000000036808
8,truck,0.000000286831
9,boat,0.000005873178
10,traffic light,0.000000003516
11,fire hydrant,0.000000037105
12,stop sign,0.000000007710
13,parking meter,0.000000021958
14,bench,0.000466836529
15,bird,0.000000039424
16,cat,0.000000076861
17,dog,0.000016992353
18,horse,0.000124247192
19,sheep,0.000000064290
20,cow,0.000000226966
21,elephant,0.000000002493
22,bear,0.000000000721
23,zebra,0.000000241084
24,giraffe,0.000221143346
25,backpack,0.000000708661
26,umbrella,0.000000047738
27,handbag,0.000001552480
28,tie,0.000000005048
29,suitcase,0.000000031804
30,frisbee,0.000000319266
31,skis,0.000001825869
32,snowboard,0.000000006434
33,sports ball,0.000000006669
34,kite,0.000000019489
35,baseball bat,0.000000064954
36,baseball glove,0.000000621602
37,skateboard,0.000001195342
38,surfboard,0.000000134735
39,tennis racket,0.000199828457
40,bottle,0.000000009304
41,wine glass,0.000001409976
42,cup,0.000000080719
43,fork,0.000000229018
44,knife,0.000000042917
45,spoon,0.000000189371
46,bowl,0.000001573707
47,banana,0.000000743907
48,apple,0.000000002529
49,sandwich,0.000000001387
50,orange,0.000000024551
51,broccoli,0.000000005200
52,carrot,0.000000012273
53,hot dog,0.000000007317
54,pizza,0.000000253911
55,doughnut,0.000000022592
56,cake,0.000000184493
57,chair,0.000320383755
58,couch,0.000000003855
59,pot plant,0.000004487975
60,bed,0.000000000742
61,dining table,0.000008954717
62,toilet,0.000000141059
63,tv,0.000000005748
64,laptop,0.000000007119
65,mouse,0.000000001232
66,remote,0.000000000473
67,keyboard,0.000000005581
68,cell phone,0.000000013339
69,microwave,0.000000005811
70,oven,0.000020793374
71,toaster,0.000000014459
72,sink,0.000000017277
73,refrigerator,0.000000004125
74,book,0.000000011086
75,clock,0.000023655439
76,vase,0.000000154753
77,scissors,0.000030550582
78,teddy bear,0.000000000382
79,hair drier,0.000000017064
80,toothbrush,0.000000001744
0,BG,0.001185916713
1,person,0.000017922663
2,bicycle,0.996332883835
3,car,0.000000822353
4,motorcycle,0.000437210081
5,airplane,0.000001900946
6,bus,0.000000086572
7,train,0.000000066423
8,truck,0.000001308886
9,boat,0.000014990133
10,traffic light,0.000000005576
11,fire hydrant,0.000000032396
12,stop sign,0.000000006306
13,parking meter,0.000000022570
14,bench,0.000914697535
15,bird,0.000000029934
16,cat,0.000000049513
17,dog,0.000009187830
18,horse,0.000305575231
19,sheep,0.000000114031
20,cow,0.000000766044
21,elephant,0.000000007772
22,bear,0.000000000946
23,zebra,0.000000296243
24,giraffe,0.000064460481
25,backpack,0.000000897338
26,umbrella,0.000000041220
27,handbag,0.000000936812
28,tie,0.000000004139
29,suitcase,0.000000082618
30,frisbee,0.000000140676
31,skis,0.000001505258
32,snowboard,0.000000009955
33,sports ball,0.000000005554
34,kite,0.000000022405
35,baseball bat,0.000000034030
36,baseball glove,0.000000310376
37,skateboard,0.000001303042
38,surfboard,0.000000140015
39,tennis racket,0.000040033428
40,bottle,0.000000007522
41,wine glass,0.000000423390
42,cup,0.000000087739
43,fork,0.000000105494
44,knife,0.000000029884
45,spoon,0.000000105309
46,bowl,0.000001915059
47,banana,0.000000531095
48,apple,0.000000003556
49,sandwich,0.000000002223
50,orange,0.000000017686
51,broccoli,0.000000002035
52,carrot,0.000000005266
53,hot dog,0.000000008021
54,pizza,0.000000162752
55,doughnut,0.000000037841
56,cake,0.000000335428
57,chair,0.000596265250
58,couch,0.000000007273
59,pot plant,0.000001476755
60,bed,0.000000002126
61,dining table,0.000015481937
62,toilet,0.000000204383
63,tv,0.000000005903
64,laptop,0.000000006739
65,mouse,0.000000001164
66,remote,0.000000000570
67,keyboard,0.000000005602
68,cell phone,0.000000014802
69,microwave,0.000000008581
70,oven,0.000016289756
71,toaster,0.000000037629
72,sink,0.000000021102
73,refrigerator,0.000000004540
74,book,0.000000009529
75,clock,0.000023015633
76,vase,0.000000169591
77,scissors,0.000009394175
78,teddy bear,0.000000000462
79,hair drier,0.000000011789
80,toothbrush,0.000000000925
0,BG,0.001303737285
1,person,0.998681604862
2,bicycle,0.000001942243
3,car,0.000000015423
4,motorcycle,0.000000602626
5,airplane,0.000000026162
6,bus,0.000000026264
7,train,0.000000006490
8,truck,0.000000010009
9,boat,0.000000014536
10,traffic light,0.000000028795
11,fire hydrant,0.000000310815
12,stop sign,0.000000009263
13,parking meter,0.000000088238
14,bench,0.000000180082
15,bird,0.000000171748
16,cat,0.000000156908
17,dog,0.000002432949
18,horse,0.000002614995
19,sheep,0.000000028872
20,cow,0.000000027375
21,elephant,0.000000025470
22,bear,0.000000008989
23,zebra,0.000000012976
24,giraffe,0.000001079646
25,backpack,0.000000181864
26,umbrella,0.000000060975
27,handbag,0.000000411167
28,tie,0.000000030111
29,suitcase,0.000000007424
30,frisbee,0.000000004146
31,skis,0.000000441783
32,snowboard,0.000000046585
33,sports ball,0.000000011070
34,kite,0.000000108240
35,baseball bat,0.000000172924
36,baseball glove,0.000000040139
37,skateboard,0.000000129530
38,surfboard,0.000000056712
39,tennis racket,0.000000816652
40,bottle,0.000000347100
41,wine glass,0.000000281687
42,cup,0.000000009663
43,fork,0.000000016106
44,knife,0.000000018127
45,spoon,0.000000024441
46,bowl,0.000000001267
47,banana,0.000000043616
48,apple,0.000000001666
49,sandwich,0.000000002311
50,orange,0.000000005340
51,broccoli,0.000000006030
52,carrot,0.000000003607
53,hot dog,0.000000001872
54,pizza,0.000000011635
55,doughnut,0.000000004704
56,cake,0.000000047370
57,chair,0.000000893734
58,couch,0.000000005852
59,pot plant,0.000000282180
60,bed,0.000000001331
61,dining table,0.000000022614
62,toilet,0.000000008295
63,tv,0.000000004290
64,laptop,0.000000003435
65,mouse,0.000000000887
66,remote,0.000000001283
67,keyboard,0.000000001098
68,cell phone,0.000000008044
69,microwave,0.000000000548
70,oven,0.000000025651
71,toaster,0.000000001202
72,sink,0.000000001499
73,refrigerator,0.000000026762
74,book,0.000000004000
75,clock,0.000000013781
76,vase,0.000000015453
77,scissors,0.000000196077
78,teddy bear,0.000000096477
79,hair drier,0.000000029028
80,toothbrush,0.000000013470
0,BG,0.000662442239
1,person,0.000005611515
2,bicycle,0.998731434345
3,car,0.000000085972
4,motorcycle,0.000321961503
5,airplane,0.000000106601
6,bus,0.000000002510
7,train,0.000000001376
8,truck,0.000000029951
9,boat,0.000000697303
10,traffic light,0.000000000295
11,fire hydrant,0.000000003882
12,stop sign,0.000000000285
13,parking meter,0.000000002088
14,bench,0.000116882060
15,bird,0.000000001383
16,cat,0.000000001707
17,dog,0.000001044775
18,horse,0.000020398682
19,sheep,0.000000010418
20,cow,0.000000008397
21,elephant,0.000000000157
22,bear,0.000000000017
23,zebra,0.000000010596
24,giraffe,0.000002503334
25,backpack,0.000000209835
26,umbrella,0.000000002714
27,handbag,0.000000432888
28,tie,0.000000000148
29,suitcase,0.000000021678
30,frisbee,0.000000054047
31,skis,0.000000267920
32,snowboard,0.000000001698
33,sports ball,0.000000000967
34,kite,0.000000001819
35,baseball bat,0.000000022863
36,baseball glove,0.000000096528
37,skateboard,0.000001841619
38,surfboard,0.000000041066
39,tennis racket,0.000040112744
40,bottle,0.000000000894
41,wine glass,0.000000037264
42,cup,0.000000003633
43,fork,0.000000002737
44,knife,0.000000003567
45,spoon,0.000000006195
46,bowl,0.000000189994
47,banana,0.000000049386
48,apple,0.000000000228
49,sandwich,0.000000000040
50,orange,0.000000000852
51,broccoli,0.000000000051
52,carrot,0.000000000149
53,hot dog,0.000000000252
54,pizza,0.000000003120
55,doughnut,0.000000000892
56,cake,0.000000011812
57,chair,0.000084797284
58,couch,0.000000000402
59,pot plant,0.000000129954
60,bed,0.000000000047
61,dining table,0.000005660534
62,toilet,0.000000023349
63,tv,0.000000000261
64,laptop,0.000000000372
65,mouse,0.000000000067
66,remote,0.000000000021
67,keyboard,0.000000000365
68,cell phone,0.000000000551
69,microwave,0.000000000278
70,oven,0.000001199660
71,toaster,0.000000001702
72,sink,0.000000001808
73,refrigerator,0.000000000133
74,book,0.000000000466
75,clock,0.000000424070
76,vase,0.000000012095
77,scissors,0.000001134768
78,teddy bear,0.000000000018
79,hair drier,0.000000001121
80,toothbrush,0.000000000047
0,BG,0.000654855976
1,person,0.000005648534
2,bicycle,0.000000026294
3,car,0.973640739918
4,motorcycle,0.000015015497
5,airplane,0.000001708335
6,bus,0.000097178905
7,train,0.000001322722
8,truck,0.025552008301
9,boat,0.000003078664
10,traffic light,0.000001116912
11,fire hydrant,0.000000082719
12,stop sign,0.000000025673
13,parking meter,0.000013194875
14,bench,0.000000554295
15,bird,0.000000015812
16,cat,0.000000012679
17,dog,0.000000203297
18,horse,0.000000039254
19,sheep,0.000002792789
20,cow,0.000000445274
21,elephant,0.000000433405
22,bear,0.000000446421
23,zebra,0.000000002578
24,giraffe,0.000000000170
25,backpack,0.000000668151
26,umbrella,0.000000717759
27,handbag,0.000000033044
28,tie,0.000000000963
29,suitcase,0.000002262511
30,frisbee,0.000000008605
31,skis,0.000000003016
32,snowboard,0.000000191602
33,sports ball,0.000000115106
34,kite,0.000000054620
35,baseball bat,0.000000003848
36,baseball glove,0.000000017794
37,skateboard,0.000000210888
38,surfboard,0.000000043682
39,tennis racket,0.000000000681
40,bottle,0.000000083770
41,wine glass,0.000000002534
42,cup,0.000000010120
43,fork,0.000000000107
44,knife,0.000000001427
45,spoon,0.000000000823
46,bowl,0.000000028366
47,banana,0.000000001125
48,apple,0.000000015496
49,sandwich,0.000000001326
50,orange,0.000000000677
51,broccoli,0.000000000561
52,carrot,0.000000000094
53,hot dog,0.000000002729
54,pizza,0.000000002468
55,doughnut,0.000000015861
56,cake,0.000000074290
57,chair,0.000000669187
58,couch,0.000000912027
59,pot plant,0.000000009911
60,bed,0.000000194365
61,dining table,0.000000018017
62,toilet,0.000000083696
63,tv,0.000000555018
64,laptop,0.000000071965
65,mouse,0.000000063365
66,remote,0.000000023433
67,keyboard,0.000000019711
68,cell phone,0.000000272491
69,microwave,0.000000127278
70,oven,0.000000395562
71,toaster,0.000000884649
72,sink,0.000000062411
73,refrigerator,0.000000040537
74,book,0.000000009365
75,clock,0.000000014128
76,vase,0.000000002421
77,scissors,0.000000001021
78,teddy bear,0.000000047102
79,hair drier,0.000000051185
80,toothbrush,0.000000000987
0,BG,0.000748801976
1,person,0.000449660729
2,bicycle,0.996583819389
3,car,0.000000404750
4,motorcycle,0.001762043335
5,airplane,0.000000453934
6,bus,0.000000016508
7,train,0.000000007228
8,truck,0.000000152731
9,boat,0.000001741258
10,traffic light,0.000000003040
11,fire hydrant,0.000000029792
12,stop sign,0.000000002182
13,parking meter,0.000000013247
14,bench,0.000070876449
15,bird,0.000000015409
16,cat,0.000000015885
17,dog,0.000004268425
18,horse,0.000094486473
19,sheep,0.000000061130
20,cow,0.000000069010
21,elephant,0.000000001830
22,bear,0.000000000179
23,zebra,0.000000021501
24,giraffe,0.000006023521
25,backpack,0.000000658394
26,umbrella,0.000000019238
27,handbag,0.000000838265
28,tie,0.000000001243
29,suitcase,0.000000071117
30,frisbee,0.000000143348
31,skis,0.000001217122
32,snowboard,0.000000011655
33,sports ball,0.000000006171
34,kite,0.000000015391
35,baseball bat,0.000000070758
36,baseball glove,0.000000292872
37,skateboard,0.000003285493
38,surfboard,0.000000155749
39,tennis racket,0.000085773514
40,bottle,0.000000012362
41,wine glass,0.000000365530
42,cup,0.000000023412
43,fork,0.000000015098
44,knife,0.000000012705
45,spoon,0.000000028175
46,bowl,0.000000511322
47,banana,0.000000381545
48,apple,0.000000002135
49,sandwich,0.000000000473
50,orange,0.000000005835
51,broccoli,0.000000000563
52,carrot,0.000000001340
53,hot dog,0.000000002172
54,pizza,0.000000022911
55,doughnut,0.000000006383
56,cake,0.000000233204
57,chair,0.000164205790
58,couch,0.000000002213
59,pot plant,0.000000544542
60,bed,0.000000000242
61,dining table,0.000006923080
62,toilet,0.000000052283
63,tv,0.000000001972
64,laptop,0.000000003567
65,mouse,0.000000000444
66,remote,0.000000000145
67,keyboard,0.000000001529
68,cell phone,0.000000003128
69,microwave,0.000000001592
70,oven,0.000002611499
71,toaster,0.000000003363
72,sink,0.000000009198
73,refrigerator,0.000000001067
74,book,0.000000004296
75,clock,0.000001473753
76,vase,0.000000065247
77,scissors,0.000007045945
78,teddy bear,0.000000000703
79,hair drier,0.000000006502
80,toothbrush,0.000000000866
0,BG,0.006200929172
1,person,0.988184094429
2,bicycle,0.005252341740
3,car,0.000000318785
4,motorcycle,0.000267458818
5,airplane,0.000000180117
6,bus,0.000000085980
7,train,0.000000019859
8,truck,0.000000213181
9,boat,0.000001015036
10,traffic light,0.000000025628
11,fire hydrant,0.000000344168
12,stop sign,0.000000015530
13,parking meter,0.000000099601
14,bench,0.000003427345
15,bird,0.000000109203
16,cat,0.000000088032
17,dog,0.000007769193
18,horse,0.000030934541
19,sheep,0.000000052831
20,cow,0.000000078084
21,elephant,0.000000011640
22,bear,0.000000003052
23,zebra,0.000000005136
24,giraffe,0.000003332368
25,backpack,0.000000879545
26,umbrella,0.000000103945
27,handbag,0.000001318199
28,tie,0.000000009910
29,suitcase,0.000000070830
30,frisbee,0.000000029287
31,skis,0.000001988300
32,snowboard,0.000000078552
33,sports ball,0.000000014773
34,kite,0.000000107506
35,baseball bat,0.000000126210
36,baseball glove,0.000000157283
37,skateboard,0.000000869042
38,surfboard,0.000000313881
39,tennis racket,0.000017409115
40,bottle,0.000000482399
41,wine glass,0.000001391901
42,cup,0.000000035932
43,fork,0.000000020497
44,knife,0.000000014128
45,spoon,0.000000045594
46,bowl,0.000000046024
47,banana,0.000000339283
48,apple,0.000000007436
49,sandwich,0.000000002339
50,orange,0.000000011302
51,broccoli,0.000000009527
52,carrot,0.000000004263
53,hot dog,0.000000002495
54,pizza,0.000000041937
55,doughnut,0.000000005134
56,cake,0.000000991224
57,chair,0.000012656199
58,couch,0.000000004011
59,pot plant,0.000003194978
60,bed,0.000000001008
61,dining table,0.000000774361
62,toilet,0.000000019944
63,tv,0.000000008241
64,laptop,0.000000016771
65,mouse,0.000000001088
66,remote,0.000000000620
67,keyboard,0.000000002180
68,cell phone,0.000000008043
69,microwave,0.000000001317
70,oven,0.000000517707
71,toaster,0.000000002079
72,sink,0.000000004251
73,refrigerator,0.000000011967
74,book,0.000000021733
75,clock,0.000000304855
76,vase,0.000000060592
77,scissors,0.000002528906
78,teddy bear,0.000000034144
79,hair drier,0.000000018927
80,toothbrush,0.000000008433
0,BG,0.016468044370
1,person,0.160521954298
2,bicycle,0.814549684525
3,car,0.000006822840
4,motorcycle,0.005068280734
5,airplane,0.000002398402
6,bus,0.000000476226
7,train,0.000000109416
8,truck,0.000001414408
9,boat,0.000011669069
10,traffic light,0.000000174841
11,fire hydrant,0.000001043682
12,stop sign,0.000000146812
13,parking meter,0.000000442859
14,bench,0.000187126512
15,bird,0.000001092014
16,cat,0.000000629721
17,dog,0.000056452453
18,horse,0.000999511918
19,sheep,0.000002656526
20,cow,0.000002225505
21,elephant,0.000000099029
22,bear,0.000000015438
23,zebra,0.000000192255
24,giraffe,0.000056888486
25,backpack,0.000010107245
26,umbrella,0.000001107167
27,handbag,0.000020216756
28,tie,0.000000162742
29,suitcase,0.000001839697
30,frisbee,0.000006996645
31,skis,0.000025743970
32,snowboard,0.000000662505
33,sports ball,0.000000549065
34,kite,0.000001211022
35,baseball bat,0.000003265431
36,baseball glove,0.000006793835
37,skateboard,0.000054604920
38,surfboard,0.000005722959
39,tennis racket,0.001150891650
40,bottle,0.000001806992
41,wine glass,0.000019402163
42,cup,0.000001332589
43,fork,0.000000578831
44,knife,0.000000597472
45,spoon,0.000001192127
46,bowl,0.000008989656
47,banana,0.000019372173
48,apple,0.000000167961
49,sandwich,0.000000048760
50,orange,0.000000451158
51,broccoli,0.000000050832
52,carrot,0.000000086380
53,hot dog,0.000000149843
54,pizza,0.000001565310
55,doughnut,0.000000247284
56,cake,0.000018647421
57,chair,0.000547414005
58,couch,0.000000065346
59,pot plant,0.000012098531
60,bed,0.000000023102
61,dining table,0.000044807643
62,toilet,0.000000852263
63,tv,0.000000072947
64,laptop,0.000000263394
65,mouse,0.000000030415
66,remote,0.000000014847
67,keyboard,0.000000096249
68,cell phone,0.000000124542
69,microwave,0.000000046903
70,oven,0.000018055352
71,toaster,0.000000055306
72,sink,0.000000380482
73,refrigerator,0.000000093336
74,book,0.000000277786
75,clock,0.000010310997
76,vase,0.000002203521
77,scissors,0.000058343569
78,teddy bear,0.000000086039
79,hair drier,0.000000215111
80,toothbrush,0.000000099634
0,BG,0.014884715900
1,person,0.044996540993
2,bicycle,0.925728499889
3,car,0.000003136765
4,motorcycle,0.013230523095
5,airplane,0.000002716863
6,bus,0.000000239792
7,train,0.000000083011
8,truck,0.000001271535
